,FS,MC,VG,name,annotation,model
BSU29360,,False,False,tcyL,S-alkyl cysteine ABC transporterS-alkyl cysteine ABC transporter membrane subunit TcyL,S_Transport
BSU29370,,False,False,tcyK,S-alkyl cysteine ABC transporterS-alkyl cysteine ABC transporter substrate-binding lipoprotein TcyK,S_Transport
BSU29380,,False,False,tcyJ,S-alkyl cysteine ABC transporterS-alkyl cysteine ABC transporter substrate-binding lipoprotein TcyJ,S_Transport
BSU29600,,False,False,braB,branched-chain amino acid-Na+ symporter,S_Transport
BSU29990,,False,False,pbuO,hypoxanthine/guanine permease,S_Transport
BSU30070,,False,False,opuD,glycine betaine transporter,S_Transport
BSU30410,,False,False,ytrF,putative ABC transporter membrane protein,S_Transport
BSU30420,,False,False,ytrE,putative ABC transporter ATP-binding protein YtrE,S_Transport
BSU30430,,False,False,ytrD,putative ABC transporter membrane protein YtrD,S_Transport
BSU30440,,False,False,ytrC,putative ABC transporter membrane protein YtrC,S_Transport
BSU30450,,False,False,ytrB,putative ABC transporter ATP-binding protein YtrB,S_Transport
BSU30530,,False,False,ytnA,alanine permease,S_Transport
BSU30740,,False,False,mntD,Mn<sup>2+</sup> ABC transporterMn<sup>2+</sup> ABC transporter membrane subunit MntD,S_Transport
BSU30750,,False,False,mntC,Mn<sup>2+</sup> ABC transporter membrane subunit MntCMn<sup>2+</sup> ABC transporter,S_Transport
BSU30760,,False,False,mntB,Mn<sup>2+</sup> ABC transporterMn<sup>2+</sup> ABC transporter ATP-binding protein,S_Transport
BSU30770,,False,False,mntA,Mn<sup>2+</sup> ABC transporter substrate-binding lipoproteinMn<sup>2+</sup> ABC transporter,S_Transport
BSU01680,,False,False,murP,N-acetylmuramic acid PTS permease-MurP subunit,S_Transport
BSU01580,,False,False,ybaR,putative permease,S_Transport
BSU01630,,False,False,feuA,ferri-bacillibactin-binding lipoproteinferri-bacillibactin transporter,S_Transport
BSU01610,,False,False,feuC,ferri-bacillibactin transporteriron-uptake protein,S_Transport
BSU01620,,False,False,feuB,ferri-bacillibactin transporterferri-bacillibactin permease,S_Transport
BSU02140,,False,False,glpT,sn-glycerol-3-phosphate permease,S_Transport
BSU02340,,False,False,gltP,proton/glutamate symport protein,S_Transport
BSU02350,,False,False,gamP,phosphotransferase system (PTS) glucosamine-specific enzyme IICBA component,S_Transport
BSU02400,,False,False,ybgF,putative aminoacid permease,S_Transport
BSU02420,,False,False,glnT,glutamine transporter,S_Transport
BSU02480,,False,False,gudP,glucarate transporter,S_Transport
BSU02760,,False,False,natB,Na<sup>+</sup> ABC efflux transporter membrane subunitNa<sup>+</sup> ABC efflux transporter,S_Transport
BSU02750,,False,False,natA,Na<sup>+</sup> ABC efflux transporter ATP-binding proteinNa<sup>+</sup> ABC efflux transporter,S_Transport
BSU02850,,False,False,znuA,Zn<sup>2+</sup> ABC transporterZn<sup>2+</sup> ABC transporter substrate-binding lipoprotein,S_Transport
BSU02860,,False,False,znuC,Zn<sup>2+</sup> ABC transporterZn<sup>2+</sup> ABC transporter ATP-binding protein,S_Transport
BSU02870,,False,False,znuB,Zn<sup>2+</sup> ABC transporterZn<sup>2+</sup> ABC transporter membrane subunit,S_Transport
BSU02980,,False,False,opuAA,glycine betaine ABC transporter ATP-binding proteinglycine betaine ABC transporter OpuA,S_Transport
BSU02990,,False,False,opuAB,glycine betaine ABC transporter OpuAglycine betaine ABC transporter membrane subunit,S_Transport
BSU03000,,False,False,opuAC,glycine betaine ABC transporter OpuAglycine betaine ABC transporter substrate-binding lipoprotein,S_Transport
BSU03060,,False,False,lctP,L-lactate permease,S_Transport
BSU03070,,False,False,mdr,multidrug-efflux transporter,S_Transport
BSU03220,,False,False,putP,putative proline/ornithine permease,S_Transport
BSU03310,,False,False,nasC,assimilatory nitrate reductaseassimilatory nitrate reductase (catalytic subunit),S_Membrane_bioenergetics
BSU03320,,False,False,nasB,assimilatory nitrate reductaseassimilatory nitrate reductase (electron transfer subunit NasB),S_Membrane_bioenergetics
BSU03330,,False,False,nasA,putative nitrate transporter,S_Transport
BSU03800,,False,False,pbtN,iron(III)-petrobactin ABC transporter membrane subunit FpiBiron(III)-petrobactin ABC transporter,S_Transport
BSU03820,,False,False,pbtP,iron(III)-petrobactin ABC transporter ATP-binding proteiniron(III)-petrobactin ABC transporter,S_Transport
BSU03810,,False,False,pbtO,iron(III)-petrobactin ABC transporteriron(III)-petrobactin ABC transporter membrane subunit FpiC,S_Transport
BSU03830,,False,False,pbtQ,iron(III)-petrobactin ABC transporter substrate-binding lipoproteiniron(III)-petrobactin ABC transporter,S_Transport
BSU03981,,False,False,mtlA,phosphotransferase system (PTS) mannitol-specificphosphotransferase system (PTS) mannitol-specific enzyme IICB component,S_Transport
BSU03950,,False,False,cutJ,copper import permease subunit,S_Transport
BSU04360,,False,False,mntH,proton-coupled manganese transporter,S_Transport
BSU04470,,False,False,dctP,C4-dicarboxylate transport protein,S_Transport
BSU08840,,False,False,ssuA,"aliphatic sulfonate ABC transporter, substrate-binding lipoproteinaliphatic sulfonate ABC transporter",S_Transport
BSU09130,,False,False,tcyP,(sodium)-cystine symporter,S_Transport
BSU09280,,False,False,glpF,glycerol permease,S_Transport
BSU08850,,False,False,ssuC,"aliphatic sulfonate ABC transporter, membrane subunitaliphatic sulfonate ABC transporter",S_Transport
BSU09680,,False,False,nhaC,Na+/H+ antiporter,S_Transport
BSU10010,,False,False,trpP,"putative tryptophan ECF transporter, S component",S_Transport
BSU09850,,False,False,khtU,proton/potassium antiporter; methylglyoxal resistance,S_Transport
BSU10520,,False,False,glcP,glucose/mannose:H+ symporter (recent HGT island),S_Transport
BSU10220,,False,False,gltT,proton/sodium-glutamate (aspartate) symport permease,S_Transport
BSU10870,,False,False,yisU,putative aminoacid related metabolite efflux transporter,S_Transport
BSU11640,,False,False,kefQ,gated K+/H+ antiporter,S_Transport
BSU12010,,False,False,manP,phosphotransferase system (PTS) mannose-specific enzyme IIBCA component,S_Transport
BSU12360,,False,False,exuT,hexuronate transporter,S_Transport
BSU12840,,False,False,pitB,putative low-affinity inorganic phosphate transporter,S_Transport
BSU12930,,False,False,dppB,dipeptide ABC transporter membrane subunit DppBdipeptide ABC transporter,S_Transport
BSU12940,,False,False,dppC,dipeptide ABC transporter membrane subunit DppCdipeptide ABC transporter,S_Transport
BSU12950,,False,False,dppD,dipeptide ABC transporterdipeptide ABC transporter ATP-binding protein,S_Transport
BSU12960,,False,False,dppE,dipeptide ABC transporter substrate-binding lipoproteindipeptide ABC transporter,S_Transport
BSU13300,,False,False,mgtE,magnesium transporter,S_Transport
BSU13850,,False,False,pfeT,Fe(II) efflux transporter possibly involved in copper(II) uptake,S_Transport
BSU13890,,False,False,ptsG,phosphotransferase system (PTS) glucose-specific enzyme IICBA component,S_Transport
BSU13900,,False,False,ptsH,histidine-containing phosphocarrier protein of the phosphotransferase system (PTS) (HPr protein),S_Transport
BSU13910,,False,False,ptsI,phosphotransferase system (PTS) enzyme I,S_Transport
BSU14400,,False,False,fruA,phosphotransferase system (PTS) fructose-specific enzyme IIABC component,S_Transport
BSU23980,,False,False,artP,arginine ABC transporterarginine ABC transporter substrate-binding lipoprotein,S_Transport
BSU23970,,False,False,artQ,arginine ABC transporterarginine ABC transporter membrane subunit,S_Transport
BSU23960,,False,False,artR,arginine ABC transporterarginine ABC transporter ATP-binding protein,S_Transport
BSU24740,,False,False,yqxL,CorA-family divalent ion transporter,S_Transport
BSU24950,,False,False,pstBB,phosphate ABC transporterphosphate ABC transporter ATP-binding protein PstBB,S_Transport
BSU24970,,False,False,pstA,phosphate ABC transporterphosphate ABC transporter membrane subunit PstA,S_Transport
BSU24960,,False,False,pstBA,phosphate ABC transporter ATP-binding protein PstBAphosphate ABC transporter,S_Transport
BSU24990,,False,False,pstS,phosphate ABC transporter substrate-binding lipoproteinphosphate ABC transporter,S_Transport
BSU24980,,False,False,pstC,phosphate ABC transporterphosphate ABC transporter membrane subunit PstC,S_Transport
BSU25420,,False,False,yqeW,putative Na+/anion cotransporter,S_Transport
BSU25790,,False,False,arsB,arsenite efflux transporter,S_Transport
BSU26590,,False,False,blt,spermidine efflux transporter Blt,S_Transport
BSU26640,,False,False,yrdP,putative oxidoreductase,S_Transport
BSU26650,,False,False,czcD,potassium/proton-divalent cation antiporter,S_Transport
BSU26690,,False,False,brnQ,low-affinity branched-chain amino acid transporter,S_Transport
BSU26860,,False,False,yraO,putative citrate transporter,S_Transport
BSU27040,,False,False,levG,phosphotransferase system (PTS) fructose-specific enzyme IID componentphosphotransferase system (PTS) fructose-specific,S_Transport
BSU27050,,False,False,levF,phosphotransferase system (PTS) fructose-specific enzyme IIC componentphosphotransferase system (PTS) fructose-specific,S_Transport
BSU27060,,False,False,levE,phosphotransferase system (PTS) fructose-specific enzyme IIB componentphosphotransferase system (PTS) fructose-specific,S_Transport
BSU27070,,False,False,levD,phosphotransferase system (PTS) fructose-specific enzyme IIA componentphosphotransferase system (PTS) fructose-specific,S_Transport
BSU27200,,False,False,yrhG,putative formate/nitrite transporter,S_Transport
BSU27430,,False,False,glnQ,putative L-glutamine ABC transporterputative L-glutamine ABC transporter ATP-binding protein,S_Transport
BSU27440,,False,False,glnH,putative L-glutamine ABC transporter substrate-binding lipoproteinputative L-glutamine ABC transporter,S_Transport
BSU27450,,False,False,glnM,putative L-glutamine ABC transporterputative L-glutamine ABC transporter membrane subunit GlnM,S_Transport
BSU27460,,False,False,glnP,putative L-glutamine ABC transporter membrane subunit GlnPputative L-glutamine ABC transporter,S_Transport
BSU27810,,False,False,alaP,sodium/proton-dependent alanine transporter,S_Transport
BSU37760,,False,False,rocC,basic aminoacid permease,S_Transport
BSU38060,,False,False,nirC,nitrite transporter,S_Transport
BSU38050,,False,False,sacP,phosphotransferase system (PTS) sucrose-specific enzyme IIBC component,S_Transport
BSU38140,,False,False,qoxD,cytochrome aa3-600 menaquinol oxidasecytochrome aa3-600 quinol oxidase (subunit IV),S_Membrane_bioenergetics
BSU38260,,False,False,efeB,peroxidase converting ferric iron into ferrous iron,S_Transport
BSU38150,,False,False,qoxC,cytochrome aa3-600 menaquinol oxidasecytochrome aa3-600 quinol oxidase (subunit III),S_Membrane_bioenergetics
BSU38170,,False,False,qoxA,cytochrome aa3-600 menaquinol oxidasecytochrome aa3-600 quinol oxidase (subunit II),S_Membrane_bioenergetics
BSU38270,,False,False,efeM,ferric iron transporterlipoprotein binding ferrous or ferric iron for transport,S_Transport
BSU38240,,False,False,vbfA,acetate Na+-dependent symporter subunit involved in volatile signal for biofilm formation,S_Transport
BSU38280,,False,False,efeU,ferrous ion permeaseferric iron transporter,S_Transport
BSU38160,,False,False,qoxB,cytochrome aa3-600 menaquinol oxidasecytochrome aa3-600 quinol oxidase (subunit I),S_Membrane_bioenergetics
BSU38390,,False,False,ywbA,putative cellobiose phosphotransferase system enzyme IIC permease component,S_Transport
BSU38570,,False,False,licA,phosphotransferase system (PTS) lichenan-specificphosphotransferase system (PTS) lichenan-specific enzyme IIA component,S_Transport
BSU38580,,False,False,licC,phosphotransferase system (PTS) lichenan-specific enzyme IIC componentphosphotransferase system (PTS) lichenan-specific,S_Transport
BSU38590,,False,False,licB,phosphotransferase system (PTS) lichenan-specificphosphotransferase system (PTS) lichenan-specific enzyme IIB component,S_Transport
BSU38770,,False,False,cimH,citrate/malate/H+ symporter,S_Transport
BSU38710,,False,False,yxlA,putative purine-cytosine (pyridoxine) permease,S_Transport
BSU38760,,False,False,cydA,cytochrome bb' ubiquinol oxidase (subunit I)cytochrome bd ubiquinol oxidase,S_Membrane_bioenergetics
BSU38750,,False,False,cydB,cytochrome bd ubiquinol oxidasecytochrome bb' ubiquinol oxidase (subunit II),S_Membrane_bioenergetics
BSU39020,,False,False,nupG,purine nucleoside transporter,S_Transport
BSU39060,,False,False,citH,secondary transporter of divalent metal ions/citrate complexes,S_Transport
BSU39270,,False,False,bglP,phosphotransferase system (PTS) beta-glucoside-specific enzyme IIBCA component,S_Transport
BSU39390,,False,False,hutM,histidine degradation metabolites permease,S_Transport
BSU39450,,False,False,yxeR,putative ethanolamine permease,S_Transport
BSU39610,,False,False,frxB,iron(III)-hydroxamate ABC transporter ferrioxamine-binding lipoprotein,S_Transport
BSU39410,,False,False,nupC,pyrimidine-nucleoside Na+(H+) cotransporter,S_Transport
BSU39710,,False,False,iolF,inositol transport protein,S_Transport
BSU40330,,False,False,rocE,arginine/ornithine/gamma-aminobutyrate permease,S_Transport
BSU40070,,False,False,gntP,gluconate/proton permease,S_Transport
BSU31322,,False,False,kbfO,potassium channel protein involved in biofilm formation,S_Transport
BSU31100,,False,False,ktrB,potassium transporter ATPaseK<sup>+</sup> transporter KtrAB,S_Transport
BSU31090,,False,False,ktrA,"potassium uptake proteinK<sup>+</sup> transporter, KtrA complex subunitK<sup>+</sup> transporter KtrAB",S_Transport
BSU31600,,False,False,mrpA,Na<sup>+</sup>:H<sup>+</sup> antiporterNa<sup>+</sup>:H<sup>+</sup> antiporter subunit A,S_Transport
BSU31610,,False,False,mrpB,Na<sup>+</sup>:H<sup>+</sup> antiporter subunit BNa<sup>+</sup>:H<sup>+</sup> antiporter,S_Transport
BSU31580,,False,False,maeN,Na+/malate symporter,S_Transport
BSU31620,,False,False,mrpC,Na<sup>+</sup>:H<sup>+</sup> antiporter subunit CNa<sup>+</sup>:H<sup>+</sup> antiporter,S_Transport
BSU31640,,False,False,mrpE,Na<sup>+</sup>:H<sup>+</sup> antiporter subunit ENa<sup>+</sup>:H<sup>+</sup> antiporter,S_Transport
BSU31630,,False,False,mrpD,Na<sup>+</sup>:H<sup>+</sup> antiporterNa<sup>+</sup>:H<sup>+</sup> antiporter subunit D,S_Transport
BSU31650,,False,False,mrpF,Na<sup>+</sup>:H<sup>+</sup> antiporterNa<sup>+</sup>:H<sup>+</sup> antiporter subunit F,S_Transport
BSU31660,,False,False,mrpG,Na<sup>+</sup>:H<sup>+</sup> antiporterNa<sup>+</sup>:H<sup>+</sup> antiporter subunit A,S_Transport
BSU32180,,False,False,yutK,putative Na+(H+)/nucleoside cotransporter,S_Transport
BSU32430,,False,False,pucJ,uric acid permease,S_Transport
BSU32440,,False,False,pucK,uric acid permease subunit,S_Transport
BSU33160,,False,False,yvrA,"putative vitamin B12 transport system, ATPase component",S_Transport
BSU33180,,False,False,yvrC,putative lipoprotein binding vitamin B12,S_Transport
BSU33300,,False,False,fhuG,iron(III) hydroxamate ABC transporteriron(III) hydroxamate ABC transporter membrane subunit FhuG,S_Transport
BSU33290,,False,False,fhuC,iron(III) hydroxamate ABC transporteriron(III) hydroxamate ABC transporter ATP-binding protein,S_Transport
BSU33310,,False,False,fhuB,iron(III) hydroxamate ABC transporteriron(III) hydroxamate ABC transporter membrane subunit FhuB,S_Transport
BSU33330,,False,False,lysP,lysine permease,S_Transport
BSU33370,,False,False,yvgK,putative molybdate binding regulator,S_Transport
BSU33390,,False,False,modB,molybdenum transport permease,S_Transport
BSU33380,,False,False,modA,molybdate-binding lipoprotein,S_Transport
BSU33420,,False,False,nhaK,Na+/H+ antiporter,S_Transport
BSU33490,,False,False,cadA,Cd<sup>2+</sup> / Zn<sup>2+</sup> / Co<sup>2+</sup> exporting P-type ATPase,S_Transport
BSU33500,,False,False,copA,Cu<sup>+</sup> exporting P-type ATPase,
BSU33510,,False,False,copZ,copper chaperone CopZ,S_Transport
BSU33700,,False,False,opuBD,choline ABC transporter membrane subunit OpuBDcholine ABC transporter OpuB,S_Transport
BSU33710,,False,False,opuBC,choline ABC transporter OpuBcholine ABC transporter substrate-binding lipoprotein,S_Transport
BSU33720,,False,False,opuBB,choline ABC transporter membrane subunit OpuBBcholine ABC transporter OpuB,S_Transport
BSU33730,,False,False,opuBA,choline ABC transporter ATP-binding proteincholine ABC transporter OpuB,S_Transport
BSU33800,,False,False,opuCD,"glycine betaine/carnitine/choline/choline sulfate ABC transporterglycine betaine/carnitine/choline/choline sulfate ABC transporter, membrane subunit OpuCD",S_Transport
BSU33810,,False,False,opuCC,"glycine betaine/carnitine/choline/choline sulfate ABC transporterglycine betaine/carnitine/choline/choline sulfate ABC transporter, substrate-binding lipoprotein",S_Transport
BSU33820,,False,False,opuCB,"glycine betaine/carnitine/choline/choline sulfate ABC transporter, membrane subunit OpuCBglycine betaine/carnitine/choline/choline sulfate ABC transporter",S_Transport
BSU18540,,False,False,yoaB,negatively charged metabolite transporter,S_Transport
BSU19350,,False,False,yocS,putative sodium-dependent symporter,S_Transport
BSU19520,,False,False,yojA,putative H+/anion permease,S_Transport
BSU19580,,False,False,yodF,putative Na+/metabolite permease,S_Transport
BSU22060,,False,False,pbuX,xanthine permease,S_Transport
BSU22090,,False,False,kdgT,2-keto-3-deoxygluconate permease,S_Transport
BSU22540,,False,False,qcrC,menaquinol:cytochrome c oxidoreductase (cytochrome cc subunit)menaquinol:cytochrome c oxidoreductase,S_Membrane_bioenergetics
BSU22550,,False,False,qcrB,menaquinol:cytochrome c oxidoreductase (cytochrome b subunit)menaquinol:cytochrome c oxidoreductase,S_Membrane_bioenergetics
BSU22560,,False,False,qcrA,menaquinol:cytochrome c oxidoreductase (iron-sulfur subunit)menaquinol:cytochrome c oxidoreductase,S_Membrane_bioenergetics
BSU23050,,False,False,fmnP,"putative riboflavin ECF transporterriboflavin ECF transporter, S component",S_Transport
BSU23560,,False,False,mleN,malate-H+/Na+-lactate antiporter,S_Transport
BSU33830,,False,False,opuCA,"glycine betaine/carnitine/choline/choline sulfate ABC transporterglycine betaine/carnitine/choline/choline sulfate ABC transporter, ATP-binding protein",S_Transport
BSU34190,,False,False,lutP,L-lactate permease,S_Transport
BSU33960,,False,False,araE,arabinose-related compounds permease,S_Transport
BSU34590,,False,False,mdxG,maltodextrin ABC transportermaltodextrin ABC transporter membrane subunit MdxG,S_Transport
BSU34610,,False,False,mdxE,maltodextrin ABC transporter substrate-binding lipoproteinmaltodextrin ABC transporter,S_Transport
BSU34600,,False,False,mdxF,maltodextrin ABC transportermaltodextrin ABC transporter membrane subunit MdxF,S_Transport
BSU34660,,False,False,yvdB,putative anion transporter,S_Transport
BSU35930,,False,False,rbsD,D-ribose pyranase,S_Transport
BSU35950,,False,False,rbsC,ribose ABC transporter membrane subunitribose ABC transporter,S_Transport
BSU35940,,False,False,rbsA,ribose ABC transporterribose ABC transporter ATP-binding protein,S_Transport
BSU35960,,False,False,rbsB,ribose ABC transporterribose ABC transporter substrate-binding lipoprotein,S_Transport
BSU36030,,False,False,ywrK,putative Na+/H+ antiporter,S_Transport
BSU36130,,False,False,chrA,putative chromate efflux transporter subunit ChrAputative chromate efflux transporter,S_Transport
BSU36120,,False,False,chrB,putative chromate efflux transporter subunit ChrBputative chromate efflux transporter,S_Transport
BSU36470,,False,False,pucI,allantoin permease,S_Transport
BSU36510,,False,True,amtB,ammonium transporter,S_Transport
BSU36800,,True,True,atpC,"ATP synthase, F1ATP synthase (subunit epsilon, F1 subunit)ATP synthase",S_Membrane_bioenergetics
BSU36840,,True,True,atpH,"ATP synthase, F1ATP synthaseATP synthase (subunit delta, component F1)",S_Membrane_bioenergetics
BSU36830,,True,True,atpA,"ATP synthase (subunit alpha, component F1)ATP synthase, F1ATP synthase",S_Membrane_bioenergetics
BSU36820,,True,True,atpG,"ATP synthase (subunit gamma, component F1)ATP synthase, F1ATP synthase",S_Membrane_bioenergetics
BSU36810,,True,True,atpD,"ATP synthase (subunit beta, component F1)ATP synthase, F1ATP synthase",S_Membrane_bioenergetics
BSU36870,,True,True,atpB,"ATP synthase (subunit a, component F0)ATP synthase, F0ATP synthase",S_Membrane_bioenergetics
BSU36850,,True,True,atpF,"ATP synthase, F0ATP synthaseATP synthase (subunit b, component F0)",S_Membrane_bioenergetics
BSU36860,,True,True,atpE,"ATP synthase, F0ATP synthaseATP synthase (subunit c, component F0)",S_Membrane_bioenergetics
BSU36880,,True,True,atpI,AtpI protein,S_Membrane_bioenergetics
BSU37320,,False,False,narK,nitrite extrusion permease,S_Transport
BSU14890,,False,False,ctaC,cytochrome caa3 oxidasecytochrome caa3 oxidase (subunit II),S_Membrane_bioenergetics
BSU14920,,False,False,ctaF,cytochrome caa3 oxidasecytochrome caa3 oxidase (subunit IV),S_Membrane_bioenergetics
BSU14900,,False,False,ctaD,cytochrome caa3 oxidase (subunit I)cytochrome caa3 oxidase,S_Membrane_bioenergetics
BSU14910,,False,False,ctaE,cytochrome caa3 oxidasecytochrome caa3 oxidase (subunit III),S_Membrane_bioenergetics
BSU15480,,False,False,pyrP,uracil permease,S_Transport
BSU15580,,False,False,cysP,sulfate permease,S_Transport
BSU15650,,False,False,tcaB,P-type calcium transport ATPase (sporulation),S_Transport
BSU18120,,False,False,alsT,H+/Na+:nitrogen-donor aminoacid symporter,S_Transport
